Gene,nASD,rASD,min_lFDR,TADA p-value,Netscore,Annotation
PJA1,no,no,NA,0.772,0,0
ABCD4,no,no,NA,0.299,0,0
ENC1,no,no,NA,0.602,0,0
ACYP1,no,no,NA,0.0565,1.584851844,0
GJD4,no,no,NA,0.403,0,0
LY6D,no,no,NA,0.591,0,0
ADPGK,no,no,NA,0.31,0,0
POU3F3,no,no,NA,0.314,0,0
GCC2,no,no,NA,0.893,0,0
HOMER1,no,no,NA,0.0152,2.164839222,0
CAMK2N1,no,no,NA,0.31,0,0
LEPR,no,no,NA,0.376,0.889009721,0
PITX3,no,no,NA,0.592,0,0
LRRC34,no,no,NA,0.157,0,0
PLXND1,no,no,NA,0.749,0,0
SETD8,no,no,NA,0.35,0,0
VPS41,no,no,NA,0.973,0,0
DHRS11,no,no,NA,0.214,0,0
YKT6,no,no,NA,0.707,0,0
MGMT,no,no,NA,0.562,1.020372119,0
LRP2,no,no,NA,0.073688166,1.448861259,0
RGS3,no,no,NA,0.586,1.791897913,0
AMOTL2,no,no,NA,0.398,0,0
LPAR2,no,no,NA,0.762,1.156754752,0
ID1,no,no,NA,0.423,0,0
GMIP,no,no,NA,0.0625,1.534120544,0
TNFSF8,no,no,NA,0.524,0,0
ZNF568,no,no,NA,0.396,0.863212042,0
TC2N,no,no,NA,0.79,3.498498052,0
F7,no,no,NA,0.852,0,0
TRAM1L1,no,no,NA,0.0805,1.401716237,0
CSRNP3,no,no,NA,0.766,6.143348568,0
RSPRY1,no,no,NA,0.67,0,0
SNAPC3,no,no,NA,0.552,44.11963184,0
CLNS1A,no,no,NA,0.695,0,0
RMND5B,no,no,NA,0.81,0,0
TREM2,no,no,NA,0.504,0,0
TREML2,no,no,NA,0.315,0,0
SIRT3,no,no,NA,0.833,3.124672594,0
TRAF3,no,no,NA,0.616,0,0
MYH7B,no,no,NA,0.692,0,0
SGSH,no,no,NA,0.224,0,0
NDN,no,no,NA,0.138,9.369951733,0
PDZD8,no,no,NA,0.675,8.278819985,0
ZBTB8OS,no,no,NA,0.145,0,0
WWC3,no,no,NA,0.307,0,0
MASP1,no,no,NA,0.258,0,0
EPCAM,no,no,NA,0.474,8.083036483,0
RNLS,no,no,NA,0.804,3.763077251,0
ARHGEF1,no,no,NA,0.0815,1.395052528,0
HELB,no,no,NA,0.334,0,0
PIM1,no,no,NA,0.853,1.310414099,0
TFB1M,no,no,NA,0.622,4.648272668,0
TLR7,no,no,NA,0.613,0,0
SELPLG,no,no,NA,0.852,8.389354041,0
TIGD2,no,no,NA,0.6,1.271229402,0
RNF8,no,no,NA,0.383,0,0
C1orf212,no,no,NA,0.316,0,0
JPH1,no,no,NA,0.56,6.325148755,0
CBFB,no,no,NA,0.325,0,0
EXOSC10,no,no,NA,0.28,23.12422104,0
SLC40A1,no,no,NA,0.242,17.7049483,0
GPN3,no,no,NA,0.415,0,0
PPTC7,no,no,NA,0.355,13.8990095,0
RERG,no,no,NA,0.421,1.368349875,0
ZFP30,no,no,NA,0.877,15.8094642,0
ST6GALNAC4,no,no,NA,0.53,0.887269998,0
TXNDC9,no,no,NA,0.113,7.897826168,0
WDR35,no,no,NA,0.828,2.212777936,0
ZNF596,no,no,NA,0.537,1.030848846,0
RAB21,no,no,NA,0.00717,5.203482294,0
PDK3,no,no,NA,0.88,0.921628599,0
FASTKD3,no,no,NA,0.899,3.119583075,0
PARK2,no,no,NA,0.743,1.925142812,0
DDX58,no,no,NA,0.15,0,0
ABCG1,no,no,NA,0.601,1.309536107,0
MTMR2,no,no,NA,0.711,2.371814181,0
C12orf49,no,no,NA,0.852,0,0
C3orf67,no,no,NA,0.876,0,0
REL,no,no,NA,0.535,37.37196609,0
MED8,no,no,NA,0.666,4.713880427,0
PFKL,no,no,NA,0.767,0,0
B3GNT2,no,no,NA,0.1115,2.068495328,0
RALBP1,no,no,NA,0.555,2.155822399,0
OBFC2A,no,no,NA,0.674,1.071216075,0
CADPS,no,no,NA,0.0952,7.933832674,0
AP3S1,no,no,NA,0.76,2.772468951,0
CD2AP,no,no,NA,0.486,0,0
MVD,no,no,NA,0.00809,2.404829786,0
PNPLA4,no,no,NA,0.641,17.64107142,0
AHCYL1,no,no,NA,0.912,1.221624521,0
ADCK5,no,no,NA,0.128,0.856716307,0
KIF3A,no,no,NA,0.537,14.59884086,0
TFAP2D,no,no,NA,0.688,0,0
ZNF622,no,no,NA,0.321,3.249946051,0
PTPN12,no,no,NA,0.492,0,0
ZCCHC10,no,no,NA,0.128,0,0
MARS2,no,no,NA,0.278,1.300683941,0
WWOX,no,no,NA,0.834,26.25983999,0
RELL1,no,no,NA,0.7,0,0
ERICH1,no,no,NA,0.925,2.991607589,0
GPR34,no,no,NA,0.313,1.31895977,0
B4GALNT4,no,no,NA,0.695,2.958832783,0
RPS6KA1,no,no,NA,0.0878,6.31528358,0
CTTNBP2NL,no,no,NA,0.0561,8.42099774,0
NIPAL2,no,no,NA,0.855,4.245054302,0
ETAA1,no,no,NA,0.0762,3.534133009,0
DYRK3,no,no,NA,0.703,12.65388119,0
HIPK1,no,no,NA,0.216,0,0
NTF3,no,no,NA,0.201,12.96725003,0
FBXO33,no,no,NA,0.032,1.852179859,0
SNRNP27,no,no,NA,0.669,5.900830391,0
MAPK1IP1L,no,no,NA,0.0624,1.534934166,0
AMIGO2,no,no,NA,0.319,4.900899239,0
ZNF57,no,no,NA,0.0524,1.622015637,0
FEZ2,no,no,NA,0.825,0,0
NIT2,no,no,NA,0.772,8.857726423,0
PMM2,no,no,NA,0.345,0,0
RCOR3,no,no,NA,0.142,1.875176475,0
KPNA6,no,no,NA,0.571,0,0
EXOC2,no,no,NA,0.676,27.36428593,0
FTSJD1,no,no,NA,0.0258,8.845887583,0
STIM1,no,no,NA,0.525,0,0
PCYT1B,no,no,NA,0.122,0,0
ADAMTS5,no,no,NA,0.361,0,0
ZNF460,no,no,NA,0.326,5.674286409,0
FAM122A,no,no,NA,0.0137,2.205771539,0
ZNF548,no,no,NA,0.932,1.42976622,0
MPZL3,no,no,NA,0.821,0,0
LMBR1L,no,no,NA,0.742,1.048439538,0
ARHGAP12,no,no,NA,0.693,12.11136346,0
RWDD2B,no,no,NA,0.453,17.92131817,0
GGT7,no,no,NA,0.0751,1.438825393,0
SPATA17,no,no,NA,0.0244,5.182238612,0
MED28,no,no,NA,0.147,0,0
JOSD2,no,no,NA,0.138,1.788778375,0
SLC39A14,no,no,NA,0.429,0.985832127,0
TMEM196,no,no,NA,0.0531,1.61551137,0
TIAM1,no,no,NA,0.717,1.621246356,0
POLR3K,no,no,NA,0.381,0.880329564,0
SMPD4,no,no,NA,0.277,0,0
PAIP1,no,no,NA,0.0601,1.553934673,0
DNAJC2,no,no,NA,0.849,0,0
CREBL2,no,no,NA,0.335,0,0
RSL24D1,no,no,NA,0.139,0,0
DCBLD2,no,no,NA,0.00101,4.233031692,0
KRT6B,no,no,NA,0.481,0,0
DDRGK1,no,no,NA,0.214,2.031996187,0
CUX1,no,no,NA,0.427,0,0
BTD,no,no,NA,0.265,0,0
ERMAP,no,no,NA,0.271,0,0
LRWD1,no,no,NA,0.41,0,0
ZNF844,no,no,NA,0.741,0.921173468,0
RPL3L,no,no,NA,0.479,0,0
ZNF652,no,no,NA,0.202,4.969259653,0
SMOC1,no,no,NA,0.0704,8.825478253,0
COMMD4,no,no,NA,0.746,15.98944277,0
OAS2,no,no,NA,0.546,0,0
NDFIP1,no,no,NA,0.341,0,0
ANKRD40,no,no,NA,0.677,3.372672309,0
CCDC126,no,no,NA,0.61,4.855603152,0
C18orf25,no,no,NA,0.273,1.790866247,0
FITM2,no,no,NA,0.307,0,0
HS3ST2,no,no,NA,0.745,2.262964872,0
IDH3A,no,no,NA,0.404,6.781711007,0
GOLT1B,no,no,NA,0.353,26.67804498,0
TPMT,no,no,NA,0.18,2.213708359,0
SGPP1,no,no,NA,0.13,0,0
STK32A,no,no,NA,0.218,3.315556377,0
DIRC2,no,no,NA,0.397,1.387988829,0
CTBS,no,no,NA,0.629,4.539137218,0
TM4SF18,no,no,NA,0.731,11.32059169,0
ZEB2,no,no,NA,0.914,0,0
TSPAN11,no,no,NA,0.405,9.869566015,0
STK38L,no,no,NA,0.514,3.905253454,0
ITPA,no,no,NA,0.514,0,0
NUDCD2,no,no,NA,0.133,2.186568077,0
WIPF3,no,no,NA,0.898,4.817446181,0
KIAA1383,no,no,NA,0.269,5.482408712,0
C2orf15,no,no,NA,0.845,1.407356705,0
SUMO3,no,no,NA,0.138,0,0
SCD5,no,no,NA,0.732,0,0
ZXDA,no,no,NA,0.293,11.6310531,0
CRLS1,no,no,NA,0.102,3.518604474,0
MTMR8,no,no,NA,0.608,5.099717633,0
AOAH,no,no,NA,0.467,0,0
ARMCX5,no,no,NA,0.397,23.47237037,0
RGL3,no,no,NA,0.335,0,0
INTS5,no,no,NA,0.428,0,0
FNTA,no,no,NA,0.332,17.44548831,0
YJEFN3,no,no,NA,0.69,1.157364598,0
FBRS,no,no,NA,0.23,6.4148754,0
TRDN,no,no,NA,0.365,0,0
MUM1L1,no,no,NA,0.411,0.88140469,0
ZNF714,no,no,NA,0.462,0,0
ZKSCAN4,no,no,NA,0.595,16.42334071,0
SFRP5,no,no,NA,0.29,2.158371863,0
OXSR1,no,no,NA,0.539,8.92111536,0
HDDC2,no,no,NA,0.0489,18.93263482,0
ATG4A,no,no,NA,0.12,2.814043295,0
C19orf57,no,no,NA,0.0569,1.581341393,0
SEC23IP,no,no,NA,0.0266,1.933293923,0
DNAJC15,no,no,NA,0.405,0,0
CEP135,no,no,NA,0.775,10.60907727,0
C2orf40,no,no,NA,0.951,10.04230473,0
SCRIB,no,no,NA,0.773,0,0
ZNF267,no,no,NA,0.605,24.72214131,0
ERLIN1,no,no,NA,0.246,0,0
HOOK1,no,no,NA,0.326,0,0
ZNF620,no,no,NA,0.412,0,0
TTLL13,no,no,NA,0.959,2.234836094,0
TCFL5,no,no,NA,0.62,12.56170122,0
TGS1,no,no,NA,0.418,4.36331306,0
ANXA7,no,no,NA,0.539,0.941511185,0
TMEM134,no,no,NA,0.211,38.52456947,0
KANK1,no,no,NA,0.222372657,18.41522812,0
GALNT13,no,no,NA,0.144,0.916893331,0
GRAMD1A,no,no,NA,0.898,0,0
LUZP1,no,no,NA,0.797,0,0
RPSA,no,no,NA,0.216,0,0
PUSL1,no,no,NA,0.54,1.127989601,0
HUS1,no,no,NA,0.217,0.891711383,0
DUSP22,no,no,NA,0.518,1.345839656,0
SUGT1,no,no,NA,0.594,1.071462132,0
HEATR3,no,no,NA,0.426,1.123789647,0
MFSD5,no,no,NA,0.933,14.26134332,0
TLK1,no,no,NA,0.562,5.787773467,0
CCR1,no,no,NA,0.729,0,0
PCDH17,no,no,NA,0.529,0,0
ACADM,no,no,NA,0.336,2.528827661,0
MAPK12,no,no,NA,0.588,3.816551042,0
RNF212,no,no,NA,0.543,26.95364834,0
ZNF682,no,no,NA,0.436,6.749834384,0
VSTM2A,no,no,NA,0.674,0,0
SLC16A4,no,no,NA,0.675,1.324413117,0
RNF103,no,no,NA,0.484,0,0
BEX2,no,no,NA,0.317,0,0
VENTX,no,no,NA,0.393,0,0
MED12L,no,no,NA,0.666,4.733994485,0
SLC25A20,no,no,NA,0.394,0,0
ZNF785,no,no,NA,0.222,0.86895832,0
CANX,no,no,NA,0.507,0,0
PIK3CD,no,no,NA,0.41,7.863753259,0
C21orf63,no,no,NA,0.44,0,0
ZMYM5,no,no,NA,0.875,0,0
FAM20B,no,no,NA,0.408,0,0
MMRN2,no,no,NA,0.725,0,0
HMGXB4,no,no,NA,0.77,0,0
IFNAR1,no,no,NA,0.612,0,0
PRDM2,no,no,NA,0.529,0,0
NETO2,no,no,NA,0.442,0.892054543,0
KIAA0319L,no,no,NA,0.856,0,0
TTC3,no,no,NA,0.235,3.036844064,0
CDH23,no,no,NA,0.552036647,10.86662003,0
MTERFD3,no,no,NA,0.872,0,0
CD83,no,no,NA,0.415,0,0
MC4R,no,no,NA,0.716,2.141527862,0
AKAP6,no,no,NA,0.559,1.264663777,0
TBC1D8,no,no,NA,0.573,1.220336415,0
MX1,no,no,NA,0.776,0,0
STYXL1,no,no,NA,0.145,0,0
SAE1,no,no,NA,0.149,3.203295048,0
MAML2,no,no,NA,0.175,0,0
NGEF,no,no,NA,0.0485,2.512010411,0
DOK4,no,no,NA,0.471,1.880937487,0
PCDH18,no,no,NA,0.81,0,0
PEX13,no,no,NA,0.635,0,0
DHRS1,no,no,NA,0.575,0,0
NOG,no,no,NA,0.0571,1.579593451,0
PPP1R15A,no,no,NA,0.213,0.957108127,0
FGFRL1,no,no,NA,0.572,0,0
YEATS2,no,no,NA,0.964,8.825937957,0
CCDC77,no,no,NA,0.356,0,0
GSTM1,no,no,NA,0.314,0,0
AFTPH,no,no,NA,0.265,0,0
MLST8,no,no,NA,0.224,0,0
CNTNAP4,no,no,NA,0.84,0,0
ABCF3,no,no,NA,0.281,0,0
TTC38,no,no,NA,0.348,2.515378373,0
GUCY1A2,no,no,NA,0.302,0,0
ARRDC1,no,no,NA,0.887,0,0
BIVM,no,no,NA,0.246,0,0
ARHGEF17,no,no,NA,0.227,0,0
ZNF180,no,no,NA,0.859,2.189912508,0
VPS8,no,no,NA,0.71,3.857310143,0
CLIP1,no,no,NA,0.593,0,0
ZNF765,no,no,NA,0.615,0,0
WNT2B,no,no,NA,0.239,11.98955854,0
BET1,no,no,NA,0.587,0,0
CACNG8,no,no,NA,0.334,1.118061987,0
PBXIP1,no,no,NA,0.0187,2.081370573,0
IGFL4,no,no,NA,0.379,3.640786072,0
NDUFA9,no,no,NA,0.433,0,0
CGRRF1,no,no,NA,0.58,5.133006968,0
DLX5,no,no,NA,0.615,0,0
TERF2,no,no,NA,0.233,0,0
FAS,no,no,NA,0.38,0,0
LRRTM2,no,no,NA,0.592,0,0
LFNG,no,no,NA,0.554,0,0
PFKFB3,no,no,NA,0.437,0,0
PXMP4,no,no,NA,0.692,9.736746507,0
HDAC3,no,no,NA,0.65,0,0
C20orf195,no,no,NA,0.29,0,0
NPTX2,no,no,NA,0.0778,1.420026384,0
CSTF3,no,no,NA,0.821,0,0
NMU,no,no,NA,0.0813,1.396380314,0
ARPC1B,no,no,NA,0.543,0,0
HTR4,no,no,NA,0.486,1.079766616,0
KIAA1267,no,no,NA,0.816,0,0
NEK3,no,no,NA,0.612,1.390178644,0
LECT1,no,no,NA,0.895,1.091567223,0
CCDC115,no,no,NA,0.0123,2.247626756,0
RNF115,no,no,NA,0.0584,3.05771244,0
GSTT1,no,no,NA,0.315,0,0
CHST1,no,no,NA,0.233,0.988214101,0
LDLR,no,no,NA,0.899,0,0
PUS7,no,no,NA,0.423,0,0
PCDHB16,no,no,NA,0.0862,8.522519063,0
C14orf37,no,no,NA,0.0587,2.923858931,0
GPR161,no,no,NA,0.614,0,0
PTER,no,no,NA,0.937,0,0
ADORA2B,no,no,NA,0.882,2.473069356,0
GSTO1,no,no,NA,0.876,1.670911203,0
KIAA0141,no,no,NA,0.9,0,0
SORCS3,no,no,NA,0.31,0,0
CCDC130,no,no,NA,0.68,0,0
IFT57,no,no,NA,0.945,1.050144856,0
FUT9,no,no,NA,0.128,0,0
PLK2,no,no,NA,0.421,0,0
WNT7A,no,no,NA,0.384,0,0
PGM2,no,no,NA,0.754,0,0
PRMT3,no,no,NA,0.0389,2.929621496,0
SLC13A3,no,no,NA,0.814,0,0
DDIT3,no,no,NA,0.189,0,0
GLDN,no,no,NA,0.0568,1.582217179,0
GLYATL2,no,no,NA,0.55,0,0
KLHL2,no,no,NA,0.322,0.976306358,0
DDA1,no,no,NA,0.39,0,0
KLHDC5,no,no,NA,0.354,1.932113101,0
YWHAE,no,no,NA,0.314,1.627634924,0
TMEM189,no,no,NA,0.703,1.07738292,0
KIAA1804,no,no,NA,0.4,0,0
CACNB4,no,no,NA,0.576,0.863927829,0
HERPUD2,no,no,NA,0.716,1.343000908,0
TMEM25,no,no,NA,0.266,0,0
WDR5B,no,no,NA,0.888,0,0
PIPOX,no,no,NA,0.143,0,0
HEMGN,no,no,NA,0.4,1.017508309,0
CORO2A,no,no,NA,0.529,0,0
ANLN,no,no,NA,0.813,2.10964313,0
HDAC8,no,no,NA,0.315,1.143089968,0
KRR1,no,no,NA,0.113,1.210727133,0
TMEM164,no,no,NA,0.302,0,0
UHMK1,no,no,NA,0.847,0,0
TTLL1,no,no,NA,0.614,1.137661182,0
ARHGAP18,no,no,NA,0.951,2.645535011,0
ZNF710,no,no,NA,0.579,0,0
FIGN,no,no,NA,0.646,1.91270091,0
FAIM,no,no,NA,0.949,0,0
STON2,no,no,NA,0.179,0,0
TBC1D9B,no,no,NA,0.033925492,5.248110938,0
SGK1,no,no,NA,0.312,0,0
KRBA2,no,no,NA,0.553,0.910969553,0
NR2F2,no,no,NA,0.348,0,0
MAP2K5,no,no,NA,0.817,0,0
DBNL,no,no,NA,0.623,0,0
DVL1,no,no,NA,0.608,0,0
TNFSF10,no,no,NA,0.413,0,0
NUDT3,no,no,NA,0.0068,7.821215203,0
TTC35,no,no,NA,0.68,0,0
BRAF,no,no,NA,0.132,3.40626611,0
METTL13,no,no,NA,0.942,0,0
GPN2,no,no,NA,0.332,3.435043321,0
FRAS1,no,no,NA,0.075867819,1.433427732,0
F10,no,no,NA,0.137,0,0
ZP1,no,no,NA,0.907,0,0
WDR73,no,no,NA,0.577,0,0
CHN1,no,no,NA,0.541,1.099957202,0
MOAP1,no,no,NA,0.893,0,0
OR11H6,no,no,NA,0.0667,1.500828211,0
EIF2AK3,no,no,NA,0.1026,1.26687497,0
C11orf9,no,no,NA,0.561,7.566660892,0
CCDC135,no,no,NA,0.229653406,0,0
BICC1,no,no,NA,0.301,13.5834389,0
MRRF,no,no,NA,0.289,0,0
NOSTRIN,no,no,NA,0.875,2.44656636,0
TARDBP,no,no,NA,0.331,2.297227601,0
BAI2,no,no,NA,0.818,1.18515568,0
LTV1,no,no,NA,0.586,1.125391128,0
PLEKHH2,no,no,NA,0.732,1.167488083,0
CSDA,no,no,NA,0.028,1.911035648,0
SYCP2L,no,no,NA,0.179,0,0
CRIP1,no,no,NA,0.359,0,0
SLC16A12,no,no,NA,0.73,0.95766009,0
TRIM5,no,no,NA,0.763,0,0
CAST,no,no,NA,0.809,1.325077033,0
KCTD7,no,no,NA,0.817,1.074549664,0
CCNB1IP1,no,no,NA,0.282,4.901268954,0
CHST3,no,no,NA,0.145,0,0
GIMAP4,no,no,NA,0.643,8.496905214,0
RAB34,no,no,NA,0.889,0,0
DHRS3,no,no,NA,0.483,3.237910366,0
LMO1,no,no,NA,0.527,1.111165274,0
S100A13,no,no,NA,0.347,1.291982657,0
SELK,no,no,NA,0.549,0,0
SGCA,no,no,NA,0.77,0,0
C9orf114,no,no,NA,0.188,2.343018386,0
LOX,no,no,NA,0.828,1.352645408,0
PLEKHA3,no,no,NA,0.319,1.062481103,0
HIST2H2BF,no,no,NA,0.644,1.192766521,0
CALB2,no,no,NA,0.587,0,0
RRP1,no,no,NA,0.353,1.128987673,0
FCGRT,no,no,NA,0.072,9.085200198,0
CD36,no,no,NA,0.113,14.15437672,0
TAF5L,no,no,NA,0.541,2.078015857,0
ALX1,no,no,NA,0.885,0,0
SEMA3D,no,no,NA,0.776,7.941212361,0
ZNF808,no,no,NA,0.262,0,0
EPHB3,no,no,NA,0.517,0,0
LRRC57,no,no,NA,0.71,0,0
GPR1,no,no,NA,0.819,0,0
CNN2,no,no,NA,0.128,0,0
DUSP21,no,no,NA,0.362,0,0
EDN3,no,no,NA,0.65,11.14391514,0
CLEC14A,no,no,NA,0.506,0,0
ANXA4,no,no,NA,0.753,15.47248759,0
FAM13B,no,no,NA,0.892,0,0
UBC,no,no,NA,0.0698,1.477282228,0
IFIT2,no,no,NA,0.565,0,0
CYB5D2,no,no,NA,0.051,1.635234015,0
CPZ,no,no,NA,0.505,0,0
ITGB1BP3,no,no,NA,0.789,0,0
TMEM39B,no,no,NA,0.541,0,0
CD109,no,no,NA,0.778,0,0
FAM55C,no,no,NA,0.147,0,0
NRP2,no,no,NA,0.294,0,0
TMEM132D,no,no,NA,0.0613,1.54395184,0
FAM43A,no,no,NA,0.57,16.76165015,0
TUBA1A,no,no,NA,0.00638,2.490398323,0
APBA1,no,no,NA,0.0122,4.719560309,0
ZFYVE27,no,no,NA,0.587,0,0
MTMR14,no,no,NA,0.0515,1.630480421,0
KLK7,no,no,NA,0.398,2.460993428,0
SP8,no,no,NA,0.338,0,0
THEG,no,no,NA,0.385,0,0
WDR59,no,no,NA,0.821,0,0
PRSS35,no,no,NA,0.0575,11.93399556,0
TCF7L1,no,no,NA,0.389,3.062257438,0
HAS2,no,no,NA,0.556,0,0
VAMP8,no,no,NA,0.29,0,0
MRPL10,no,no,NA,0.139,1.156494787,0
FGD5,no,no,NA,0.592,0,0
NFKB2,no,no,NA,0.69,0,0
IFT140,no,no,NA,0.959,0.867697772,0
PDE6H,no,no,NA,0.605,1.28443537,0
PCDHB14,no,no,NA,0.483,1.13297496,0
SRPR,no,no,NA,0.561,0,0
ANKRD17,no,no,NA,0.927,0,0
SNX33,no,no,NA,0.787,0,0
PTGER4,no,no,NA,0.299,0,0
SARNP,no,no,NA,0.368,0,0
ANXA2,no,no,NA,0.198,0,0
PAN2,no,no,NA,0.256,0,0
CACNG3,no,no,NA,0.13,2.498132252,0
EAF2,no,no,NA,0.103,1.264641136,0
PIK3IP1,no,no,NA,0.1118,1.217011081,0
CNNM3,no,no,NA,0.239,2.740459463,0
VTI1A,no,no,NA,0.233,0,0
DAPK2,no,no,NA,0.801,0,0
DEXI,no,no,NA,0.405,0,0
NFATC2IP,no,no,NA,0.563,2.218236285,0
GM2A,no,no,NA,0.403,0,0
CGNL1,no,no,NA,0.767,2.256606624,0
FAM120C,no,no,NA,0.132,0,0
RAB3IL1,no,no,NA,0.872,15.69386731,0
SOX21,no,no,NA,0.147,16.15835499,0
C21orf56,no,no,NA,0.655,0,0
TST,no,no,NA,0.0825,1.388450197,0
INTS2,no,no,NA,0.609,0,0
C17orf85,no,no,NA,0.187,0,0
NEU2,no,no,NA,0.454,0,0
DGKD,no,no,NA,0.0649,1.514891039,0
DSE,no,no,NA,0.0351,2.718680258,0
FCER1G,no,no,NA,0.394,0.877473071,0
RNF135,no,no,NA,0.241,0,0
SLC25A45,no,no,NA,0.0357,5.38401721,0
GATA2,no,no,NA,0.548,0,0
HELZ,no,no,NA,0.912,1.158844148,0
OSR2,no,no,NA,0.333,0,0
VLDLR,no,no,NA,0.791,0,0
FZD6,no,no,NA,0.57,0,0
TTLL10,no,no,NA,0.857,2.179088552,0
LONRF3,no,no,NA,0.344,2.49625954,0
PLD1,no,no,NA,0.888,16.61230001,0
LRGUK,no,no,NA,0.551520189,0,0
CTSH,no,no,NA,0.895,1.011199689,0
LSR,no,no,NA,0.961,4.398207321,0
CPT1A,no,no,NA,0.0575,2.667121759,0
MRGPRF,no,no,NA,0.138,0,0
NUMA1,no,no,NA,0.826976783,2.01702257,0
CRLF1,no,no,NA,0.647,0,0
FKBP5,no,no,NA,0.379,0,0
FOXF2,no,no,NA,0.373,0,0
COL27A1,no,no,NA,0.698,0,0
PITX2,no,no,NA,0.256,0,0
ANO2,no,no,NA,0.723,6.794114551,0
PSPH,no,no,NA,0.393,0,0
C14orf102,no,no,NA,0.030721447,1.87029478,0
DLX2,no,no,NA,0.265,0,0
P4HA3,no,no,NA,0.418,0.890545128,0
GYG1,no,no,NA,0.699,0,0
SOX1,no,no,NA,0.331,7.645761949,0
WNK4,no,no,NA,0.93,0,0
MS4A15,no,no,NA,0.569,0,0
SOCS3,no,no,NA,0.333,0,0
HORMAD2,no,no,NA,0.238,1.281204923,0
CLEC4C,no,no,NA,0.034,6.432289524,0
CD300LG,no,no,NA,0.825,0,0
RREB1,no,no,NA,0.335,12.35124741,0
FBXW2,no,no,NA,0.883,0,0
KRTAP13-1,no,no,NA,0.472,2.106131163,0
SLC5A1,no,no,NA,0.864,0,0
VKORC1,no,no,NA,0.1063,1.246447914,0
CLEC2A,no,no,NA,0.394,0,0
CLEC1A,no,no,NA,0.87,0,0
C20orf152,no,no,NA,0.781,4.285092551,0
C7orf34,no,no,NA,0.408,0,0
KLRC1,no,no,NA,0.608,0,0
ZBTB26,no,no,NA,0.604,0,0
TMEM176B,no,no,NA,0.54,2.34259053,0
RAET1G,no,no,NA,0.598,0,0
ADSSL1,no,no,NA,0.52,0.973867878,0
AK2,no,no,NA,0.457,3.163319407,0
C1orf158,no,no,NA,0.149,0,0
OR51E2,no,no,NA,0.635,1.1306059,0
APOL5,no,no,NA,0.701,1.657031739,0
CASZ1,no,no,NA,0.311,0.884954263,0
COL5A2,no,no,NA,0.798,13.93074809,0
IRGC,no,no,NA,0.744,0.872252896,0
PROCA1,no,no,NA,0.478,0,0
MSTN,no,no,NA,0.156,0,0
PDHA2,no,no,NA,0.863,0,0
C10orf90,no,no,NA,0.881,0,0
NCR2,no,no,NA,0.235,0,0
EID2B,no,no,NA,0.709,0,0
C10orf11,no,no,NA,0.0369,1.787851311,0
TMEM63A,no,no,NA,0.964,0,0
CCIN,no,no,NA,0.456,0,0
CLDN19,no,no,NA,0.398,0,0
IL17A,no,no,NA,0.753,0,0
GBX2,no,no,NA,0.557,1.145850724,0
CCDC155,no,no,NA,0.227,0.923917817,0
RORC,no,no,NA,0.779,0,0
RHPN1,no,no,NA,0.0857,1.367719161,0
LCE3A,no,no,NA,0.143,1.00337994,0
PLCB2,no,no,NA,0.851,1.0728915,0
IL1A,no,no,NA,0.111,1.221227222,0
TPTE,no,no,NA,0.635,0,0
BCMO1,no,no,NA,0.454652117,0,0
ZNF296,no,no,NA,0.639,0.955369237,0
FTMT,no,no,NA,0.417,0,0
EXOC3L2,no,no,NA,0.41,2.50128571,0
FHOD1,no,no,NA,0.551,2.048592699,0
VASN,no,no,NA,0.642,0,0
RNF216,no,no,NA,0.678,1.062227403,0
KRTAP1-5,no,no,NA,0.291,0.869543111,0
HTRA3,no,no,NA,0.137,5.309050471,0
AKR1C3,no,no,NA,0.277,0,0
CGA,no,no,NA,0.223,0,0
SLC17A9,no,no,NA,0.178,3.20789917,0
HSD3B2,no,no,NA,0.118,3.474790317,0
IL17RC,no,no,NA,0.701,0,0
HAAO,no,no,NA,0.0792,2.41116626,0
SERPINB1,no,no,NA,0.875,2.511384556,0
KCTD11,no,no,NA,0.12,0,0
RPL13,no,no,NA,0.317,0,0
APOA2,no,no,NA,0.366,0,0
PIKFYVE,no,no,NA,0.757,3.531360335,0
KLK5,no,no,NA,0.355,0,0
KLK6,no,no,NA,0.866,0,0
GALNT6,no,no,NA,0.876,1.077141416,0
RHBDF1,no,no,NA,0.915,1.361138519,0
GP6,no,no,NA,0.854,3.833824949,0
COX6B2,no,no,NA,0.549,0.936748417,0
UGT2A1,no,no,NA,0.973,0,0
SULT1B1,no,no,NA,0.635,1.402211424,0
NMUR2,no,no,NA,0.345,0,0
TMC8,no,no,NA,0.259,2.021948723,0
MPL,no,no,NA,0.794,0.856583514,0
RPE65,no,no,NA,0.44,0.977419232,0
ERG,no,no,NA,0.119,2.664510028,0
PGP,no,no,NA,0.0606,1.549756381,0
KIAA0748,no,no,NA,0.406,1.124794527,0
TMEM40,no,no,NA,0.313,1.026135899,0
RHBDD3,no,no,NA,0.629,0,0
OR5M11,no,no,NA,0.145,1.077294054,0
DEFB129,no,no,NA,0.546,0,0
CYP4F3,no,no,NA,0.593,0,0
DNAL1,no,no,NA,0.312,0,0
PEX11G,no,no,NA,0.31,1.852062408,0
ATP10B,no,no,NA,0.952,2.458170222,0
SCARA5,no,no,NA,0.503,0,0
HSPB3,no,no,NA,0.853,1.327385193,0
